rxns	rxnNames	index	formulas	growth1	growth2	growth3	growth4	growth5
r_1634	acetate exchange	2419	acetate[e] => 	2.60415111788958	2.01642292452365	1.42526705981757	0.76904289180094	0.0326493811421168
r_1639	adenine exchange	2423	adenine[e] => 	0	0	0	0	0
r_1641	adenosine 3',5'-bismonophosphate exchange	2425	adenosine 3',5'-bismonophosphate[e] => 	0.505396011598702	0.383259699668542	0.261123387737237	0.134148392939517	0.00603374319329397
r_1643	adenosine exchange	2427	adenosine[e] => 	0	0	0	0	0
r_1648	allantoate exchange	2431	allantoate[e] => 	0	0	0	0	0
r_1649	allantoin exchange	2432	allantoin[e] => 	0	0	0	0	0
r_1650	trehalose exchange	2433	trehalose[e] => 	0.465825871048082	0.350149168088546	0.233432934348366	0.116716700605456	0.00466911621709305
r_1651	alpha-D-glucosamine 6-phosphate exchange	2434	alpha-D-glucosamine 6-phosphate[e] => 	0.911231709348505	0.6852045359901	0.456937706535642	0.228469310202999	0.00913964972750513
r_1654	ammonium exchange	2436	ammonium[e] <=> 	0	-0.165175114113936	-0.330350228227871	-0.49552534234158	-0.654093451890617
r_1663	bicarbonate exchange	2442	bicarbonate[e] => 	6.00000000000364	4.96823253534858	3.93646507070782	2.90469760605629	1.91420083998376
r_1671	biotin exchange	2448	biotin[e] => 	0	0	0	0	0
r_1672	carbon dioxide exchange	2449	carbon dioxide[e] => 	6.00000000000023	4.96823253534953	3.9364650706972	2.90469760604953	1.91420083998106
r_1683	choline exchange	2460	choline[e] => 	0.614461126343765	0.465724528771113	0.310707607704468	0.155381238395622	0.00626792386140966
r_1687	citrate exchange	2464	citrate[e] => 	1	0.819599959764332	0.566207198197162	0.293549204008627	0.0119990771361245
r_1702	cytidine exchange	2476	cytidine[e] => 	0	0	0	0	0
r_1705	cytosine exchange	2479	cytosine[e] => 	0	0	0	0	0
r_1706	D-arabinose exchange	2480	D-arabinose[e] => 	0	0	0	0	0
r_1709	D-fructose exchange	2483	D-fructose[e] => 	0	0	0	0	0
r_1710	D-galactose exchange	2484	D-galactose[e] => 	0	0	0	0	0
r_1711	D-galacturonate exchange	2485	D-galacturonate[e] => 	0	0	0	0	0
r_1712	D-glucitol exchange	2486	D-glucitol[e] => 	0	0	0	0	0
r_1714	D-glucose exchange	2488	D-glucose[e] => 	-0.0246337778361706	-0.267887563546918	-0.511924717050181	-0.75596187044725	-0.990237537715746
r_1715	D-mannose exchange	2489	D-mannose[e] => 	0	0	0	0	0
r_1716	D-ribose exchange	2490	D-ribose[e] => 	0	0	0	0	0
r_1718	D-xylose exchange	2492	D-xylose[e] => 	0	0	0	0	0
r_1727	decanoate exchange	2501	decanoate[e] => 	0.308964067986267	0.237475384943764	0.165031478281094	0.0880182151717008	0.00385010928641805
r_1730	deoxycytidine exchange	2504	deoxycytidine[e] => 	0	0	0	0	0
r_1749	dTTP exchange	2520	dTTP[e] => 	0.491374964679532	0.369421658339387	0.247075862151871	0.123563491411752	0.00499161550636096
r_1753	episterol exchange	2524	episterol[e] => 	0.106011179745013	0.080341296892068	0.0546714140392135	0.0276945846540897	0.00110788973341729
r_1757	ergosterol exchange	2526	ergosterol[e] => 	0.105064475252107	0.0796238304237704	0.0541831855953205	0.0274351291242283	0.0010975105151374
r_1761	ethanol exchange	2530	ethanol[e] => 	2	1.57120323065391	1.0475337353956	0.52376791522881	0.0209527278635542
r_1764	ethanolamine exchange	2533	ethanolamine[e] => 	0	0	0	0	0
r_1765	ethyl acetate exchange	2534	ethyl acetate[e] => 	0	0	0	0	0
r_1788	fecosterol exchange	2543	fecosterol[e] => 	0.106011179744989	0.0803412968920338	0.0546714140392603	0.0276945846537646	0.00110788973308267
r_1791	FMN exchange	2545	FMN[e] => 	0	0	0	0	0
r_1792	folic acid exchange	2546	folate[e] => 	0	0	0	0	0
r_1793	formate exchange	2547	formate[e] => 	4	3.32401754101185	2.64803508201513	1.97205262302037	0.144772642779915
r_1798	fumarate exchange	2552	fumarate[e] => 	1.5	1.24205813383802	0.858325709305534	0.440323806009259	0.0181251231291413
r_1800	gamma-aminobutyrate exchange	2553	gamma-aminobutyrate[e] => 	0	0	0	0	0
r_1806	glutathione disulfide exchange	2558	glutathione disulfide[e] => 	0	0	0	0	0
r_1807	glutathione exchange	2559	glutathione[e] => 	0	0	0	0	0
r_1808	glycerol exchange	2560	glycerol[e] => 	0	0	0	0	0
r_1810	L-glycine exchange	2562	L-glycine[e] => 	2.99999999999989	2.34876449810458	1.62385233468361	0.876674210511233	0.0370310909495113
r_1814	glycolaldehyde exchange	2566	glycolaldehyde[e] => 	0	0	0	0	0
r_1815	glyoxylate exchange	2567	glyoxylate[e] => 	3	2.47412208915126	1.71851506718681	0.962908045217046	0.0470359779243747
r_1818	guanine exchange	2570	guanine[e] => 	1.17939991163358	0.890309725823102	0.59844035074146	0.306570975653137	0.012800866794701
r_1820	guanosine exchange	2572	guanosine[e] => 	0	0	0	0	0
r_1832	H+ exchange	2583	H+[e] <=> 	20.5591501615702	16.5061497615684	12.4531493615799	8.38152674607591	4.0910416144568
r_1834	hexadecanal exchange	2585	hexadecanal[e] => 	0	0	0	0	0
r_1841	hypoxanthine exchange	2591	hypoxanthine[e] => 	1.19416043749266	0.905262222651487	0.615707029543221	0.315416406125977	0.0133524394639832
r_1843	indol-3-ylacetaldehyde exchange	2593	indol-3-ylacetaldehyde[e] => 	0.465865412101216	0.353026922555703	0.237489604518353	0.119620941947183	0.0048393173013582
r_1847	inosine exchange	2597	inosine[e] => 	0	0	0	0	0
r_1861	iron(2+) exchange	2611	iron(2+)[e] <=> 	0	-7.79838160269719e-07	-1.55967632053944e-06	-2.33951459449599e-06	-3.08815924654482e-06
r_1862	isoamyl acetate exchange	2612	isoamyl acetate[e] => 	0	0	0	0	0
r_1865	isoamylol exchange	2615	isoamylol[e] => 	0.733545759707531	0.564827118591581	0.388515062623011	0.197011023319308	0.00798407119572028
r_1866	isobutanol exchange	2616	isobutanol[e] => 	0.96247098366297	0.72865445444965	0.486963335976249	0.245272217501817	0.00982944407776017
r_1867	isobutyl acetate exchange	2617	isobutyl acetate[e] => 	0	0	0	0	0
r_1870	isobutyraldehyde exchange	2620	isobutyraldehyde[e] => 	1.00000000000019	0.771335365800584	0.520934062706927	0.26238249020208	0.0105454340057675
r_1873	L-alanine exchange	2623	L-alanine[e] => 	1.96083872266453	1.48603502350365	1.01123132417514	0.506483638113369	0.0202612904210008
r_1875	L-arabinitol exchange	2625	L-arabinitol[e] => 	1.08016222802864	0.8122325536535	0.54184446339757	0.270922773541365	0.0108379512812743
r_1878	L-arabinose exchange	2628	L-arabinose[e] => 	0	0	0	0	0
r_1879	L-arginine exchange	2629	L-arginine[e] => 	0.537807564552838	0.419620188722919	0.29801992336267	0.172630682188391	0.00824045204590764
r_1880	L-asparagine exchange	2630	L-asparagine[e] => 	1.50000000000153	1.20105849412949	0.804397297396095	0.40219945308398	0.0160895225661947
r_1881	L-aspartate exchange	2631	L-aspartate[e] => 	1.5	1.24205813383697	0.943145755592762	0.473033533996471	0.0189231578044089
r_1883	L-cysteine exchange	2633	L-cysteine[e] => 	1.13752344850416	0.861189534486098	0.574243658508863	0.287122403488297	0.011485998684293
r_1886	L-glucitol exchange	2636	L-glucitol[e] => 	0	0	0	0	0
r_1889	L-glutamate exchange	2638	L-glutamate[e] => 	1.09477730303615	0.844965758108852	0.580357943464884	0.296820178965336	0.0119990771363813
r_1891	L-glutamine exchange	2640	L-glutamine[e] => 	1.06882979395778	0.824594763770083	0.562303866168709	0.285438542532681	0.011516777146797
r_1893	L-histidine exchange	2642	L-histidine[e] => 	0.860382252338415	0.653681835710282	0.439385952652387	0.221624115545102	0.00906971415698822
r_1896	L-homoserine exchange	2644	L-homoserine[e] => 	1.37985795427844	1.04254739945231	0.696515400112086	0.348258396567711	0.0139316731721712
r_1897	L-isoleucine exchange	2645	L-isoleucine[e] => 	0.74447339421297	0.559113942953832	0.373714936245824	0.187080082904302	0.00757593436762462
r_1899	L-leucine exchange	2647	L-leucine[e] => 	0.721255884866238	0.555363967177243	0.380367872348984	0.194518587570371	0.00788158083912549
r_1900	L-lysine exchange	2648	L-lysine[e] => 	0.682381833873503	0.520414465895205	0.354136612647222	0.182562817615323	0.00735157905742347
r_1902	L-methionine exchange	2650	L-methionine[e] => 	0.695035621578502	0.521276889951421	0.347518158284527	0.173759426674465	0.00695104430340764
r_1903	L-phenylalanine exchange	2651	L-phenylalanine[e] => 	0.554149714358005	0.417612414729319	0.279094695132017	0.140576975535396	0.00570962808808417
r_1904	L-proline exchange	2652	L-proline[e] => 	0.919845264776747	0.697111018759833	0.474376772747986	0.239324895745047	0.00962444983758568
r_1906	L-serine exchange	2654	L-serine[e] => 	2.00000000000008	1.57215334327283	1.06983394203867	0.544160469564753	0.0217685083521539
r_1909	L-sorbose exchange	2657	L-sorbose[e] => 	0	0	0	0	0
r_1911	L-threonine exchange	2659	L-threonine[e] => 	1.32843682765451	0.996327952851567	0.664219078046498	0.33211020324087	0.0132856834284436
r_1912	L-tryptophan exchange	2660	L-tryptophan[e] => 	0.448055867048109	0.339490671330814	0.228267788367978	0.114976013018013	0.00464734083198025
r_1913	L-tyrosine exchange	2661	L-tyrosine[e] => 	0.581541126461083	0.438427419437062	0.29300557801912	0.147583736599699	0.00600216107898177
r_1914	L-valine exchange	2662	L-valine[e] => 	0.936747653427029	0.709920609485979	0.478553714506558	0.241036484841926	0.00967456048756461
r_1915	lanosterol exchange	2663	lanosterol[e] => 	0.118605785555977	0.0913931340569451	0.0622853796690429	0.0318133590797249	0.00127265652616239
r_1916	laurate exchange	2664	laurate[e] => 	0.27835817892639	0.213782942525086	0.147974764390186	0.0775024528192284	0.00322970023146039
r_1931	maltose exchange	2677	maltose[e] => 	0	0	0	0	0
r_1947	myo-inositol exchange	2691	myo-inositol[e] => 	0	0	0	0	0
r_1952	N,N'-diformyldityrosine exchange	2692	N,N'-diformyldityrosine[e] => 	0	0	0	0	0
r_1967	nicotinate exchange	2697	nicotinate[e] => 	0	0	0	0	0
r_1968	NMN exchange	2698	NMN[e] => 	0	0	0	0	0
r_1984	octanoate exchange	2710	octanoate[e] => 	0.34515033734597	0.26707377035666	0.185752561453696	0.101803121460411	0.00476554666533957
r_1987	ornithine exchange	2711	ornithine[e] => 	0.570304143986182	0.444655400327987	0.319006656669579	0.185443730656869	0.00931166778359265
r_1989	oxaloacetate(2-) exchange	2713	oxaloacetate[e] => 	1.5	1.24205813383854	0.984116267675668	0.553871921657249	0.0225686740703146
r_1992	oxygen exchange	2716	oxygen[e] <=> 	0	-0.227295806774691	-0.716780012719596	-1.21296317115673	-1.74542844485745
r_1993	palmitate exchange	2717	palmitate[e] => 	0.232054879895031	0.176490844563205	0.120204435490564	0.0610571721945234	0.00244252134666567
r_1994	palmitoleate exchange	2718	palmitoleate[e] => 	0.229053509165965	0.174208132581157	0.118642922230265	0.0600441417282127	0.00240199623772241
r_1999	pectin exchange	2723	pectin[e] => 	0	0	0	0	0
r_2000	phenethyl acetate exchange	2724	phenethyl acetate[e] => 	0	0	0	0	0
r_2001	phenylacetaldehyde exchange	2725	phenylacetaldehyde[e] => 	0.581541126460509	0.438427419437215	0.29300557801829	0.147583736600291	0.0060021610777185
r_2005	phosphate exchange	2728	phosphate[e] <=> 	0	-0.00589420806500129	-0.0117884161315942	-0.0176826242028483	-0.023341063941416
r_2020	potassium exchange	2730	potassium[e] <=> 	0	-9.31188322965681e-05	-0.000186237664593136	-0.000279356496889704	-0.000368750575944432
r_2024	putrescine exchange	2733	putrescine[e] => 	0.57030414399711	0.444655400327315	0.319006656668185	0.185443730657666	0.00931166778277619
r_2028	pyridoxine exchange	2736	pyridoxine[e] => 	0	0	0	0	0
r_2033	pyruvate exchange	2738	pyruvate[e] => 	2.00000000000983	1.65607751178286	1.21347758901079	0.612399591338397	0.0244983352649749
r_2038	riboflavin exchange	2741	riboflavin[e] => 	0	0	0	0	0
r_2043	S-adenosyl-L-methionine exchange	2746	S-adenosyl-L-methionine[e] => 	0	0	0	0	0
r_2044	S-methyl-L-methionine exchange	2747	S-methyl-L-methionine[e] => 	0	0	0	0	0
r_2046	sn-glycero-3-phosphocholine exchange	2749	sn-glycero-3-phosphocholine[e] => 	0.426999673099999	0.320260992514477	0.213522311929751	0.106783631341955	0.00431449797781625
r_2049	sodium exchange	2750	sodium[e] <=> 	0	-0.000101840707316114	-0.000203681414518542	-0.000305522121834656	-0.000403289200789914
r_2051	spermidine exchange	2752	spermidine[e] => 	0.360869383878094	0.283222821463173	0.200547282430739	0.116494809996817	0.00479979433922777
r_2052	spermine exchange	2753	spermine[e] => 	0.262898771615572	0.205063733662126	0.145273226776005	0.080779714005089	0.00323318675110227
r_2055	stearate exchange	2756	stearate[e] => 	0.205070436599271	0.155967651129231	0.106171757441302	0.053887259373596	0.00215569730175957
r_2056	succinate exchange	2757	succinate[e] => 	1.49999999999996	1.17983964519328	0.790887865203443	0.400484580426617	0.0161083975662316
r_2058	sucrose exchange	2759	sucrose[e] => 	0	0	0	0	0
r_2060	sulphate exchange	2760	sulphate[e] <=> 	0	-0.00223831973175947	-0.00447663946340526	-0.00671495919516474	-0.00886374613764929
r_2061	sulphite exchange	2761	sulphite[e] => 	6.44419452067118	4.83314750154009	3.22210048245876	1.61105346327241	0.0644483249552009
r_2062	taurine exchange	2762	taurine[e] => 	0	0	0	0	0
r_2066	thiamine(1+) diphosphate(1-) exchange	2765	TDP[e] => 	0	0	0	0	0
r_2067	thiamine(1+) exchange	2766	thiamine[e] => 	0	0	0	0	0
r_2068	thiamine(1+) monophosphate exchange	2767	TMP[e] => 	0	0	0	0	0
r_2073	thymidine exchange	2772	thymidine[e] => 	0.511614004118319	0.383827467165768	0.255902627098262	0.127977787028005	0.00516994056103799
r_2083	tryptophol exchange	2776	tryptophol[e] => 	0.451669429044734	0.341992705649913	0.229971640804496	0.115834225038576	0.00468278575214084
r_2090	uracil exchange	2780	uracil[e] => 	0	0	0	0	0
r_2091	urea exchange	2781	urea[e] => 	6	4.96823253535001	3.93646507070071	2.90469760604516	1.91420083998412
r_2092	uridine exchange	2782	uridine[e] => 	0	0	0	0	0
r_2100	water exchange	2790	H2O[e] <=> 	39.7162666666518	31.3571571872189	22.9980477076766	14.6389382282288	6.40906582820026
r_2102	xanthosine exchange	2792	xanthosine[e] => 	0	0	0	0	0
r_2104	xylitol exchange	2794	xylitol[e] => 	1.06489046157167	0.798668112401933	0.532445763231896	0.266223414054553	0.0106499588558656
r_2106	zymosterol exchange	2796	zymosterol[e] => 	0.109867269628745	0.0832636609572974	0.0566600522854946	0.0288709141397388	0.00115494742987286
r_2111	growth	2799	biomass[c] => 	0.102610378076372	0.102610378076363	0.102610378076355	0.102610378076301	0.102610378076372
r_2134	14-demethyllanosterol exchange	2802	14-demethyllanosterol[e] => 	0.116169652463926	0.0884997838918841	0.0602231792951667	0.0307475459095981	0.00123001990645631
r_2137	ergosta-5,7,22,24(28)-tetraen-3beta-ol exchange	2804	ergosta-5,7,22,24(28)-tetraen-3beta-ol[e] => 	0.10601117974499	0.0803412968919689	0.0546714140387316	0.027694584653554	0.00110788973312291
r_2187	butyrate exchange	2809	butyrate[e] => 	0.441121307477374	0.344552193282236	0.242341073987165	0.13529665439296	0.00851910486026614
r_2188	hexanoate exchange	2810	hexanoate[e] => 	0.385519362104771	0.300267314477002	0.208434762187954	0.115663654018577	0.00603270994262884
r_2189	oleate exchange	2811	oleate[e] => 	0.202722977576627	0.154182275938524	0.104951695685145	0.053096638452871	0.00212406942659982
r_2193	myristate exchange	2815	myristate[e] => 	0.253106274074256	0.194267120640689	0.134094463448397	0.0688898828283999	0.00278148927981824
r_4043	raffinose exchange	3303	raffinose[e] => 	0	0	0	0	0
r_4044	melibiose exchange	3304	melibiose[e] => 	0	0	0	0	0
r_4062	lipid backbone exchange	3322	lipid backbone[c] => 	0.000783215103130147	0.000783215115090288	0.000783215111006264	0.000783215103130133	0.000783215110946603
r_4064	lipid chain exchange	3324	lipid chain[c] => 	2.49289376489407	1.8895114298451	1.28612909480323	0.647025262113167	0.0261067596779046
r_4442	cysteamine exchange	3682	cysteamine[e] => 	0	0	0	0	0
r_4494	methanol exchange	3730	methanol[e] => 	0	0	0	0	0
r_4496	Ala-Gly exchange	3732	Ala-Gly[e] => 	1.18553603794774	0.914309410916511	0.627357774605206	0.327269252522878	0.0130959417335006
r_4497	3-oxalomalate(3-) exchange	3733	3-oxalomalate(3-)[e] => 	0.999999999999754	0.828038755892196	0.656077511786433	0.374029489055727	0.0152509871772286
r_4498	6-O-alpha-D-glucopyranosyl-D-fructofuranose exchange	3734	6-O-alpha-D-glucopyranosyl-D-fructofuranose[e] => 	0	0	0	0	0
r_4499	5-dehydro-D-gluconate exchange	3735	5-dehydro-D-gluconate[e] => 	0	0	0	0	0
r_4500	D-tagatose exchange	3736	D-tagatose[e] => 	0	0	0	0	0
r_4501	turanose exchange	3737	turanose[e] => 	0	0	0	0	0
r_4502	D-glucose 6-phosphate exchange	3738	D-glucose 6-phosphate[e] => 	0.942208845898392	0.707989797637765	0.471993513087681	0.235997228532987	0.00944079536875719
r_4503	alpha-maltotriose exchange	3739	alpha-maltotriose[e] => 	0	0	0	0	0
r_4504	D-glucose 1-phosphate exchange	3740	D-glucose 1-phosphate[e] => 	0.942208845899319	0.707989797638407	0.47199351308696	0.235997228535969	0.00944079536676123
r_4505	methyl alpha-D-glucopyranoside exchange	3741	methyl alpha-D-glucopyranoside[e] => 	0	0	0	0	0
r_4506	D-Glucosamine exchange	3742	D-Glucosamine[e] => 	0	0	0	0	0
r_4507	glycerone exchange	3743	glycerone[e] => 	1.82246341869723	1.37040907198115	0.918354725264229	0.466300378549243	0.0188402058794512
r_4508	Ala-Gln exchange	3744	Ala-Gln[e] => 	0	0	0	0	0
r_4509	Ala-Leu exchange	3745	Ala-Leu[e] => 	0.527815717651321	0.405634094310573	0.276664196662511	0.140611850764536	0.00567429659283954
r_4510	Gly-Gln exchange	3746	Gly-Gln[e] => 	0	0	0	0	0
r_4511	Ala-His exchange	3747	Ala-His[e] => 	0	0	0	0	0
r_4512	Gly-Asn exchange	3748	Gly-Asn[e] => 	0	0	0	0	0
r_4513	Ala-Glu exchange	3749	Ala-Glu[e] => 	0	0	0	0	0
r_4514	Gly-Met exchange	3750	Gly-Met[e] => 	0	0	0	0	0
r_4515	Ala-Asp exchange	3751	Ala-Asp[e] => 	0	0	0	0	0
r_4516	Gly-Glu exchange	3752	Gly-Glu[e] => 	0	0	0	0	0
r_4517	Ala-Thr exchange	3753	Ala-Thr[e] => 	0	0	0	0	0
r_4518	Met-Ala exchange	3754	Met-Ala[e] => 	0.516231403921234	0.388123347912587	0.258749071106306	0.129374794301935	0.00517548857041918
r_4519	L-citrulline exchange	3755	L-citrulline[e] => 	0.542813632040153	0.423960192291301	0.301766876629184	0.174951745984899	0.00848446561029136
r_4520	2-aminobutanoate exchange	3756	2-aminobutanoate[e] => 	1.19312682719617	0.894845418679131	0.596564010163045	0.29828260164609	0.0119324494643093
r_4521	choline phosphate exchange	3757	choline phosphate[e] => 	0.603874489155978	0.456141065062525	0.304111944819196	0.152082824575804	0.00613486914229191
r_4522	glycerol 1-phosphate exchange	3758	glycerol 1-phosphate[e] => 	0	0	0	0	0
r_4523	2-phospho-D-glyceric acid exchange	3759	2-phospho-D-glyceric acid[e] => 	2.00000000000008	1.64206295772038	1.12019279596541	0.564162692305733	0.0225686740748757
r_4524	GMP exchange	3760	GMP[e] => 	0.574979243145015	0.433874650552644	0.291637944104376	0.148088706780569	0.00598907140817389
r_4525	3-phospho-serine exchange	3761	3-phospho-serine[e] => 	1.99999999999894	1.55061395944307	1.06577999927193	0.544160469559334	0.0217685083484744
r_4526	O-phosphonatooxy-D-serine(2-) exchange	3762	O-phosphonatooxy-D-serine(2-)[e] => 	2	1.65607751178495	1.20574716719993	0.612399591343557	0.0244983352759208
r_4527	diphosphate exchange	3763	diphosphate[e] => 	27.7162666666667	20.9791925417792	14.2421184169964	7.50504429214106	0.83232583250981
r_4528	triphosphate exchange	3764	triphosphate[e] => 	0	0	0	0	0
r_4529	phosphoenolpyruvate exchange	3765	phosphoenolpyruvate[e] => 	2.00000000000008	1.64206295772414	1.12019279595878	0.564162692297924	0.0225686740736826
r_4530	N(omega)-phospho-L-arginine exchange	3766	N(omega)-phospho-L-arginine[e] => 	0.526821244083036	0.411736457282681	0.291777986480922	0.169356473622157	0.00801008177296329
r_4531	carbamoyl phosphate exchange	3767	carbamoyl phosphate[e] => 	5.99999999999999	4.87429782344114	3.32571104884491	1.7771242742875	0.095508121003993
r_4532	O-phosphoethanolamine exchange	3768	O-phosphoethanolamine[e] => 	0	0	0	0	0
r_4533	cysteamine S-phosphate exchange	3769	cysteamine S-phosphate[e] => 	0	0	0	0	0
r_4534	guanosine 2'-monophosphate exchange	3770	guanosine 2'-monophosphate[e] => 	0	0	0	0	0
r_4535	glycerol 2-phosphate(2-) exchange	3771	glycerol 2-phosphate(2-)[e] => 	0	0	0	0	0
r_4536	3'-GMP exchange	3772	3'-GMP[e] => 	0	0	0	0	0
r_4537	2-phosphoglycolate exchange	3773	2-phosphoglycolate[e] => 	0	0	0	0	0
r_4538	6-phospho-D-gluconate exchange	3774	6-phospho-D-gluconate[e] => 	1	0.75960427916182	0.509034997915891	0.256682655667708	0.0102682918849732
r_4539	D-mannose 6-phosphate exchange	3775	D-mannose 6-phosphate[e] => 	0.942208845899476	0.707989797635793	0.471993513085845	0.23599722853728	0.00944079536706262
r_4540	2',3'-cyclic GMP exchange	3776	2',3'-cyclic GMP[e] => 	0	0	0	0	0
